Date,date,sample,Site,Sub,Time,Location,Location_1,Qmax_ft3/s,Qmax,Rain_Hilo_in,Rain_Hilo,Site_Group_old,Site_Group,Water_Level,Sal_Group,Sal_Group_n,Sal,Temp,DO,DO_mg,Turb,Turb_n,Bay_Prox_mod,Bay_Prox,Stream_Prox_m,Stream_Prox_n,OSDS_1km,OSDS_n,Tide_mod,Tide,Staph_W,MRSA_W,Ent_W_RAW,Ent_W,Cperf_W,N_N,PO4_RAW,PO4,H4SiO4,NH4,TDP_RAW,TDP,DOP,DOC,TDN,DON,Sand_Wet,Sand_Dry,Sand_Moist_Raw1,Sand_Moist_Percent,Sand_Moist,Sand_OM_Raw,Sand_OM,Gravel,Sand,Silt_Clay,Staph_S_,Staph_S,MRSA_S_,MRSA_S,Ent_S_,Ent_S,Cperf_S_,Cperf_S,two_,one_,zero,one,two,three,four,Catch_pan,Total_Weight,ntwo_,none_,zero_,one__,two__,three_,four_,Catch_pan_,Total_
6/6/17,6-Jun-17,66,5,B,7:30:00 AM,Honoli'i,HL,22.8,0.645618009,0.1,0.254,30,1,0.442,High,3,28.6,25,96.6,6.83,0.66,0.66,2,Out,160,1,43,2,2,Flood,0,0,10,10,0,,,,,,,,,,,,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,17,174,18,185,0,4,0,0,,,,,,,,,,,,,,,,,,
11/5/18,5-Nov-18,350,4,B,6:13:00 AM,Bayfront,BF,613,17.35806315,0.34,0.8636,30,1,0.11,Mid,2,23.5,24.4,86.2,6.31,5.04,5.04,1,In,500,1,29,2,2,Flood,30,0,189,189,4,8.83,0.4,0.4,104.26,1.67,0.49,0.49,0.09,17.2,15.1,4.6,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,18,181,0,0,1097,10973,0,0,,,,,,,,,,,,,,,,,,
3/7/18,7-Mar-18,154,2,B,8:21:00 AM,Onekahakaha,OK,,,0.22,0.5588,10,3,0.359,High,3,34.2,22.8,87,6.2,1.7,1.7,2,Out,3830,3,40,2,1,Ebb,0,0,10,10,0,0.94,<0.03,0.015,15.68,0.19,<0.25,0.125,0.22,355.2,7.4,6.27,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,18,185,0,0,0,5,0,0,0.62,0.05,0.63,1.81,4,1.97,0.02,0,9.15,6.78,0.55,6.89,19.78,43.72,21.53,0.22,0,99.45
6/14/17,14-Jun-17,74,1,B,8:40:00 AM,Richardson,RN,,,0,0,10,3,0.407,High,3,27.7,24.1,90.1,6.34,0.74,0.74,2,Out,6180,3,13,1,1,Ebb,30,7,10,10,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,21,205,34,337,1,9,0,0,,,,,,,,,,,,,,,,,,
6/14/17,14-Jun-17,75,1,A,8:40:00 AM,Richardson,RN,,,0,0,10,3,0.407,Mid,2,24.8,23.7,91.3,6.73,1.08,1.08,2,Out,6180,3,13,1,1,Ebb,40,13,20,20,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,21,214,13,135,2,21,0,0,,,,,,,,,,,,,,,,,,
6/6/17,6-Jun-17,62,2,C,8:31:00 AM,Onekahakaha,OK,,,0.1,0.254,10,3,0.514,Low,1,11.8,22.7,104.8,8.47,0.62,0.62,2,Out,3830,3,40,2,2,Flood,0,0,<10,5,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,21,205,1,14,1,9,0,0,,,,,,,,,,,,,,,,,,
6/6/17,6-Jun-17,72,5,A,7:30:00 AM,Honoli'i,HL,22.8,0.645618009,0.1,0.254,30,1,0.442,High,3,28.7,25,97.2,6.91,0.3,0.3,2,Out,160,1,43,2,2,Flood,0,0,<10,5,1,,,,,,,,,,,,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,22,222,13,134,2,20,0,0,,,,,,,,,,,,,,,,,,
6/29/17,29-Jun-17,86,5,A,7:25:00 AM,Honoli'i,HL,11.6,0.328472321,0.03,0.0762,30,1,0.626,High,3,28.7,24.5,107.3,7.61,0.43,0.43,2,Out,160,1,43,2,1,Ebb,10,40,10,10,0,,,,,,,,,,,,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,23,229,7,67,2,20,0,4,,,,,,,,,,,,,,,,,,
1/24/18,24-Jan-18,134,6,C,7:15:00 AM,Puhi Bay,PB,,,3.85,9.779,20,2,0.515,Low,1,15,20.9,76.4,6.39,0.61,0.61,2,Out,2760,2,100,3,1,Ebb,150,0,487,487,0,36.52,0.82,0.82,79.36,0.76,1.94,1.94,1.12,122.5,40.9,3.62,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,23,229,17,169,749,7494,0,0,,,,,,,,,,,,,,,,,,
2/21/18,21-Feb-18,141,6,A,7:03:00 AM,Puhi Bay,PB,,,0.49,1.2446,20,2,0.54,Low,1,8.1,19,73.9,6.54,0.23,0.23,2,Out,2760,2,100,3,1,Ebb,0,0,41,41,0,38.25,1.81,1.81,141.5,2.77,1.93,1.93,0.12,32,44.3,3.28,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,23,229,3,34,5553,55529,0,0,,,,,,,,,,,,,,,,,,
2/28/18,28-Feb-18,147,6,A,7:38:00 AM,Puhi Bay,PB,,,0.09,0.2286,20,2,0.134,Low,1,13.7,21.2,67.4,5.5,17.2,17.2,2,Out,2760,2,100,3,2,Flood,0,0,41,41,2,,,,,,,,,,,,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,23,229,0,0,39,392,0,0,0.24,0.22,0.25,0.53,1.2,3.8,2.07,0.02,8.33,2.88,2.64,3,6.36,14.41,45.62,24.85,0.24,100
11/12/18,12-Nov-18,362,6,A,7:20:00 AM,Puhi Bay,PB,,,0.4,1.016,20,2,0.138,Low,1,11.3,21,83.5,6.96,4.65,4.65,2,Out,2760,2,100,3,1,Ebb,10,0,52,52,0,,,,,,,,,,,,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,23,229,3,34,952,9521,0,0,,,,,,,,,,,,,,,,,,
6/14/17,14-Jun-17,73,5,B,7:26:00 AM,Honoli'i,HL,11.6,0.328472321,0,0,30,1,0.537,High,3,28.6,24.5,106,7.43,0.3,0.3,2,Out,160,1,43,2,1,Ebb,70,13,10,10,0,,,,,,,,,,,,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,26,261,17,175,1,9,0,0,,,,,,,,,,,,,,,,,,
11/5/18,5-Nov-18,347,2,A,6:42:00 AM,Onekahakaha,OK,,,0.34,0.8636,10,3,0.128,Mid,2,23.8,24,71.5,5.21,0.98,0.98,2,Out,3830,3,40,2,2,Flood,70,0,173,173,0,10.03,0.09,0.09,125.97,0.9,<0.25,0.125,0.16,36.6,15.6,4.67,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,26,256,10,102,22,220,0,0,,,,,,,,,,,,,,,,,,
7/18/16,18-Jul-16,12,1,B,,Richardson,RN,,,0,0,10,3,,,,,,,,,,2,Out,6180,3,13,1,,,45,,40,40,6,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,30,299,,,3,27,0,0,,,,,,,,,,,,,,,,,,
7/18/16,18-Jul-16,4,1,C,,Richardson,RN,,,0,0,10,3,,,,,,,,,,2,Out,6180,3,13,1,,,45,,104,104,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,32,325,,,0,0,0,0,,,,,,,,,,,,,,,,,,
6/6/17,6-Jun-17,61,5,C,7:30:00 AM,Honoli'i,HL,22.8,0.645618009,0.1,0.254,30,1,0.442,High,3,29.2,25,99.7,6.97,0.33,0.33,2,Out,160,1,43,2,2,Flood,0,7,<10,5,0,,,,,,,,,,,,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,33,327,24,235,1,9,0,0,,,,,,,,,,,,,,,,,,
11/12/18,12-Nov-18,366,1,B,6:58:00 AM,Richardson,RN,,,0.4,1.016,10,3,0.173,High,3,30.4,25.1,89.7,6.19,1.31,1.31,2,Out,6180,3,13,1,1,Ebb,10,0,97,97,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,34,342,17,169,15,148,0,0,,,,,,,,,,,,,,,,,,
6/29/17,29-Jun-17,89,4,B,8:50:00 AM,Bayfront,BF,12.5,0.353957242,0.03,0.0762,30,1,0.427,Mid,2,21.5,24.6,104.9,7.69,6.37,6.37,1,In,500,1,29,2,1,Ebb,203,73,31,31,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,36,363,5,50,0,4,1,11,,,,,,,,,,,,,,,,,,
4/11/18,11-Apr-18,171,1,A,8:05:00 AM,Richardson,RN,,,0.6,1.524,10,3,0.518,High,3,37.8,23.2,87,6.29,0.41,0.41,2,Out,6180,3,13,1,2,Flood,0,7,<10,5,0,4.71,0.33,0.33,54.17,0.66,0.46,0.46,0.13,352.9,11.5,6.13,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,38,385,54,540,11,111,0,0,0.47,1.47,3.3,3.25,0.94,0.03,0,0,9.51,4.94,15.46,34.7,34.17,9.88,0.32,0,0,99.47
11/12/18,12-Nov-18,363,1,A,6:58:00 AM,Richardson,RN,,,0.4,1.016,10,3,0.173,High,3,30.4,25.2,86.6,6,0.89,0.89,2,Out,6180,3,13,1,1,Ebb,20,0,52,52,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,43,428,20,202,13,135,2,17,,,,,,,,,,,,,,,,,,
11/12/18,12-Nov-18,364,1,C,6:58:00 AM,Richardson,RN,,,0.4,1.016,10,3,0.173,High,3,30.1,25.1,79.4,5.51,1.27,1.27,2,Out,6180,3,13,1,1,Ebb,0,0,75,75,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,43,428,17,169,11,115,0,0,,,,,,,,,,,,,,,,,,
6/29/17,29-Jun-17,85,5,B,7:25:00 AM,Honoli'i,HL,11.6,0.328472321,0.03,0.0762,30,1,0.626,High,3,31.7,25.1,103.1,7.18,0.54,0.54,2,Out,160,1,43,2,1,Ebb,160,13,<10,5,0,,,,,,,,,,,,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,44,435,3,34,0,4,5,54,,,,,,,,,,,,,,,,,,
4/18/18,18-Apr-18,178,5,C,7:20:00 AM,Honoli'i,HL,194,5.493416395,0.27,0.6858,30,1,0.265,Mid,2,19.3,21.8,90.1,7.09,2.59,2.59,2,Out,160,1,43,2,1,Ebb,250,7,179,179,0,4.3,0.39,0.39,32.78,6.01,0.5,0.5,0.11,137.6,11.8,1.49,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,44,435,0,0,1,8,0,0,0.17,3.07,4.91,0.37,0,0,0,0,8.6,1.98,35.7,57.09,4.3,0,0,0,0,99.07
4/18/18,18-Apr-18,179,5,A,7:20:00 AM,Honoli'i,HL,194,5.493416395,0.27,0.6858,30,1,0.265,Mid,2,18.7,21.7,88.6,7.05,2.42,2.42,2,Out,160,1,43,2,1,Ebb,130,13,323,323,0,4.3,0.39,0.39,32.78,6.01,0.5,0.5,0.11,137.6,11.8,1.49,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,44,435,34,336,2,20,0,0,0.17,3.07,4.91,0.37,0,0,0,0,8.6,1.98,35.7,57.09,4.3,0,0,0,0,99.07
1/24/18,24-Jan-18,133,6,A,7:15:00 AM,Puhi Bay,PB,,,3.85,9.779,20,2,0.515,Low,1,14.8,20.8,76.8,6.23,0.19,0.19,2,Out,2760,2,100,3,1,Ebb,0,0,355,355,0,36.52,0.82,0.82,79.36,0.76,1.94,1.94,1.12,122.5,40.9,3.62,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,46,459,3,34,1407,14071,0,0,,,,,,,,,,,,,,,,,,
7/18/16,18-Jul-16,9,2,C,,Onekahakaha,OK,,,0,0,10,3,,,,,,,,,,2,Out,3830,3,40,2,,,0,,1810,1810,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,48,481,,,7,72,2,21,,,,,,,,,,,,,,,,,,
1/24/18,24-Jan-18,138,3,C,7:36:00 AM,Reed's Bay,RB,,,3.85,9.779,20,2,0.491,Low,1,7.6,18.9,88.8,7.76,3.93,3.93,1,In,860,2,30,2,1,Ebb,20,7,275,275,4,28.34,0.78,0.78,51.78,0.92,1.45,1.45,0.67,248.6,33.8,4.54,9.9103,8.075066667,1.835233333,18.51844377,184,0.265175,26.5175,27.3,72.01,0.36,49,491,0,0,1,10,0,0,,,,,,,,,,,,,,,,,,
4/4/18,4-Apr-18,168,3,A,7:06:00 AM,Reed's Bay,RB,,,0,0,20,2,0.484,Low,1,6.5,19,80.3,7.22,1.41,1.41,1,In,860,2,30,2,1,Ebb,20,34,52,52,0,26.45,1.26,1.26,122.51,0.82,1.4,1.4,0.14,176.2,29.9,2.63,9.9103,8.075066667,1.835233333,18.51844377,184,0.265175,26.5175,27.3,72.01,0.36,49,491,7,66,5,49,0,0,1.32,0.65,0.42,0.74,0.86,2.98,2,0.04,9.08,14.54,7.16,4.63,8.15,9.47,32.82,22.03,0.44,99.23
11/12/18,12-Nov-18,369,3,A,6:18:00 AM,Reed's Bay,RB,,,0.4,1.016,20,2,0.217,Low,1,11.3,21,83.5,6.96,4.65,4.65,1,In,860,2,30,2,1,Ebb,60,0,1795,1795,7,,,,,,,,,,,,9.9103,8.075066667,1.835233333,18.51844377,184,0.265175,26.5175,27.3,72.01,0.36,49,491,3,33,101,1009,0,0,,,,,,,,,,,,,,,,,,
6/29/17,29-Jun-17,87,5,C,7:25:00 AM,Honoli'i,HL,11.6,0.328472321,0.03,0.0762,30,1,0.626,High,3,31.2,25,105.8,7.37,0.33,0.33,2,Out,160,1,43,2,1,Ebb,152,13,10,10,0,,,,,,,,,,,,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,50,501,13,134,1,8,0,0,,,,,,,,,,,,,,,,,,
7/18/16,18-Jul-16,7,2,A,,Onekahakaha,OK,,,0,0,10,3,,,,,,,,,,2,Out,3830,3,40,2,,,0,,410,410,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,51,513,,,2,21,2,21,,,,,,,,,,,,,,,,,,
7/18/16,18-Jul-16,10,2,B,,Onekahakaha,OK,,,0,0,10,3,,,,,,,,,,2,Out,3830,3,40,2,,,0,,2224,2224,0,,,,,,,,,,,,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,51,513,,,10,102,3,26,,,,,,,,,,,,,,,,,,
3/7/18,7-Mar-18,156,2,A,8:21:00 AM,Onekahakaha,OK,,,0.22,0.5588,10,3,0.359,High,3,34,22.7,83.3,6.14,1.5,1.5,2,Out,3830,3,40,2,1,Ebb,0,0,31,31,3,0.94,<0.03,0.015,15.68,0.19,<0.25,0.125,0.22,355.2,7.4,6.27,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,51,513,0,0,2,23,0,0,0.62,0.05,0.63,1.81,4,1.97,0.02,0,9.15,6.78,0.55,6.89,19.78,43.72,21.53,0.22,0,99.45
4/11/18,11-Apr-18,173,2,A,7:50:00 AM,Onekahakaha,OK,,,0.6,1.524,10,3,0.48,High,3,34.6,23.9,82.5,5.68,0.77,0.77,2,Out,3830,3,40,2,2,Flood,0,7,<10,5,0,0.86,<0.03,0.015,15.34,0.49,<0.25,0.125,0.22,368.7,9.4,8.05,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,51,513,10,102,5,51,0,0,0.32,0.37,0.49,0.98,3.31,1.95,0.04,0.02,7.71,4.15,4.8,6.36,12.71,42.93,25.29,0.52,0.26,97.02
2/25/19,25-Feb-19,391,1,C,7:22:00 AM,Richardson,RN,,,0.8,2.032,10,3,0.479,Mid,2,22,22,93.8,7.21,0.66,0.66,2,Out,6180,3,13,1,1,Ebb,50,0,41,41,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,60,599,67,675,1,9,0,0,0.1,0.27,2.51,4.2,0.99,0.05,0,0,8.17,1.22,3.3,30.72,51.41,12.12,0.61,0,0,99.39
4/4/18,4-Apr-18,167,3,C,7:06:00 AM,Reed's Bay,RB,,,0,0,20,2,0.484,Low,1,6.7,18.9,79.4,7.13,2.97,2.97,1,In,860,2,30,2,1,Ebb,30,27,20,20,0,26.45,1.26,1.26,122.51,0.82,1.4,1.4,0.14,176.2,29.9,2.63,9.9103,8.075066667,1.835233333,18.51844377,184,0.265175,26.5175,27.3,72.01,0.36,61,614,0,0,3,29,0,0,1.32,0.65,0.42,0.74,0.86,2.98,2,0.04,9.08,14.54,7.16,4.63,8.15,9.47,32.82,22.03,0.44,99.23
6/14/17,14-Jun-17,79,4,A,7:55:00 AM,Bayfront,BF,18.3,0.518193402,0,0,30,1,0.494,High,3,27.1,25.6,103.3,7.29,1.75,1.75,1,In,500,1,29,2,1,Ebb,40,8,175,175,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,63,635,0,0,2,20,0,0,,,,,,,,,,,,,,,,,,
7/18/16,18-Jul-16,1,1,A,,Richardson,RN,,,0,0,10,3,,,,,,,,,,2,Out,6180,3,13,1,,,20,,<10,5,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,64,641,,,2,21,0,0,,,,,,,,,,,,,,,,,,
3/21/18,21-Mar-18,162,5,A,7:35:00 AM,Honoli'i,HL,65,1.840577658,0.13,0.3302,30,1,0.33,Mid,2,25.7,22.1,85.8,6.5,1.75,1.75,2,Out,160,1,43,2,1,Ebb,48,0,30,30,4,1.57,0.18,0.18,30.1,0.81,0.43,0.43,0.25,369.4,10.4,8.02,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,65,653,7,67,2,22,0,0,0.64,2.33,5.02,1.16,0.01,0,0,0,9.15,6.99,25.46,54.86,12.68,0.11,0,0,0,100.11
1/24/18,24-Jan-18,137,3,B,7:36:00 AM,Reed's Bay,RB,,,3.85,9.779,20,2,0.491,Low,1,7.7,18.9,87.1,7.81,6.38,6.38,1,In,860,2,30,2,1,Ebb,48,13,496,496,1,28.34,0.78,0.78,51.78,0.92,1.45,1.45,0.67,248.6,33.8,4.54,9.9103,8.075066667,1.835233333,18.51844377,184,0.265175,26.5175,27.3,72.01,0.36,69,687,0,0,13,134,0,0,,,,,,,,,,,,,,,,,,
1/24/18,24-Jan-18,135,6,B,7:15:00 AM,Puhi Bay,PB,,,3.85,9.779,20,2,0.515,Low,1,15.2,20.9,75.6,6.17,0.35,0.35,2,Out,2760,2,100,3,1,Ebb,50,0,563,563,0,36.52,0.82,0.82,79.36,0.76,1.94,1.94,1.12,122.5,40.9,3.62,10.13428333,8.8317,1.30258333,12.85323577,130,0.678475,67.8475,24.29,72.84,0.2,72,716,8,84,400,3995,0,0,,,,,,,,,,,,,,,,,,
7/18/16,18-Jul-16,3,4,B,,Bayfront,BF,,,0,0,30,1,,,,,,,,,,1,In,500,1,29,2,,,53,,100,100,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,85,850,,,7,70,0,0,,,,,,,,,,,,,,,,,,
6/29/17,29-Jun-17,92,1,A,8:22:00 AM,Richardson,RN,,,0.03,0.0762,10,3,0.483,High,3,29.2,24.6,95.1,6.63,0.76,0.76,2,Out,6180,3,13,1,1,Ebb,60,0,74,74,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,86,855,17,169,2,21,0,0,,,,,,,,,,,,,,,,,,
1/24/18,24-Jan-18,136,3,A,7:36:00 AM,Reed's Bay,RB,,,3.85,9.779,20,2,0.491,Low,1,7.7,18.9,87.2,8,3.05,3.05,1,In,860,2,30,2,1,Ebb,20,0,275,275,0,28.34,0.78,0.78,51.78,0.92,1.45,1.45,0.67,248.6,33.8,4.54,9.9103,8.075066667,1.835233333,18.51844377,184,0.265175,26.5175,27.3,72.01,0.36,88,884,0,0,5,49,0,0,,,,,,,,,,,,,,,,,,
3/7/18,7-Mar-18,155,2,C,8:21:00 AM,Onekahakaha,OK,,,0.22,0.5588,10,3,0.359,High,3,34.1,22.7,86.1,6.12,1.77,1.77,2,Out,3830,3,40,2,1,Ebb,0,0,10,10,0,0.94,<0.03,0.015,15.68,0.19,<0.25,0.125,0.22,355.2,7.4,6.27,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,90,897,0,0,1,9,0,0,0.62,0.05,0.63,1.81,4,1.97,0.02,0,9.15,6.78,0.55,6.89,19.78,43.72,21.53,0.22,0,99.45
2/25/19,25-Feb-19,394,4,A,6:35:00 AM,Honoli'i,HL,75.4,2.135070084,0.8,2.032,30,1,0.504,Mid,2,22.5,22.4,105,8,9.84,9.84,1,In,160,1,29,2,1,Ebb,70,0,183,183,0,,,,,,,,,,,,10.06065,8.873725,1.186925,11.79769697,119,0.377975,37.7975,0.81,97.28,0.65,91,907,3,34,2,20,0,0,0,0,0,0.12,2.5,5.41,0.81,0,8.86,0,0,0,1.35,28.22,61.06,9.14,0,99.77
4/11/18,11-Apr-18,170,1,B,8:05:00 AM,Richardson,RN,,,0.6,1.524,10,3,0.518,High,3,26.8,23,83.5,6.06,0.33,0.33,2,Out,6180,3,13,1,2,Flood,0,13,<10,5,0,4.71,0.33,0.33,54.17,0.66,0.46,0.46,0.13,352.9,11.5,6.13,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,113,1129,42,422,11,108,0,0,0.47,1.47,3.3,3.25,0.94,0.03,0,0,9.51,4.94,15.46,34.7,34.17,9.88,0.32,0,0,99.47
6/6/17,6-Jun-17,64,1,A,8:55:00 AM,Richardson,RN,,,0.1,0.254,10,3,0.557,High,3,27.9,24.7,102,7.22,1.93,1.93,2,Out,6180,3,13,1,2,Flood,10,13,<10,5,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,117,1172,200,1998,7,66,0,0,,,,,,,,,,,,,,,,,,
4/11/18,11-Apr-18,169,1,C,8:05:00 AM,Richardson,RN,,,0.6,1.524,10,3,0.518,High,3,28.6,23.3,85.2,6.15,0.33,0.33,2,Out,6180,3,13,1,2,Flood,0,0,<10,5,0,4.71,0.33,0.33,54.17,0.66,0.46,0.46,0.13,352.9,11.5,6.13,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,120,1197,34,337,6,63,0,0,0.47,1.47,3.3,3.25,0.94,0.03,0,0,9.51,4.94,15.46,34.7,34.17,9.88,0.32,0,0,99.47
11/12/18,12-Nov-18,367,3,B,6:18:00 AM,Reed's Bay,RB,,,0.4,1.016,20,2,0.217,Low,1,11.2,20.9,79.9,6.67,3.34,3.34,1,In,860,2,30,2,1,Ebb,30,16,2613,2613,0,,,,,,,,,,,,9.9103,8.075066667,1.835233333,18.51844377,184,0.265175,26.5175,27.3,72.01,0.36,137,1375,8,83,1,10,0,0,,,,,,,,,,,,,,,,,,
2/25/19,25-Feb-19,396,1,A,7:22:00 AM,Richardson,RN,,,0.8,2.032,10,3,0.479,Mid,2,22.3,22.1,95,7.28,0.42,0.42,2,Out,6180,3,13,1,1,Ebb,0,0,41,41,6,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,141,1411,54,540,2,19,0,0,0.1,0.27,2.51,4.2,0.99,0.05,0,0,8.17,1.22,3.3,30.72,51.41,12.12,0.61,0,0,99.39
6/6/17,6-Jun-17,65,1,C,8:55:00 AM,Richardson,RN,,,0.1,0.254,10,3,0.557,High,3,27.7,24.7,97.5,6.91,0.43,0.43,2,Out,6180,3,13,1,2,Flood,50,0,<10,5,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,147,1471,78,776,10,104,0,0,,,,,,,,,,,,,,,,,,
11/5/18,5-Nov-18,348,2,B,6:42:00 AM,Onekahakaha,OK,,,0.34,0.8636,10,3,0.128,Mid,2,23.8,23.9,64.1,4.72,1.13,1.13,2,Out,3830,3,40,2,2,Flood,60,0,471,471,0,10.03,0.09,0.09,125.97,0.9,<0.25,0.125,0.16,36.6,15.6,4.67,10.160525,7.930025,2.2305,21.9526058,223,0.747375,74.7375,17.04,81.8,0.08,149,1486,0,0,44,442,0,0,,,,,,,,,,,,,,,,,,
11/12/18,12-Nov-18,368,3,C,6:18:00 AM,Reed's Bay,RB,,,0.4,1.016,20,2,0.217,Low,1,11.2,20.9,80.4,6.72,3.34,3.34,1,In,860,2,30,2,1,Ebb,20,7,3654,3654,0,,,,,,,,,,,,9.9103,8.075066667,1.835233333,18.51844377,184,0.265175,26.5175,27.3,72.01,0.36,160,1595,33,330,6,62,0,0,,,,,,,,,,,,,,,,,,
3/21/18,21-Mar-18,161,5,C,7:35:00 AM,Honoli'i,HL,65,1.840577658,0.13,0.3302,30,1,0.33,High,3,28,22.4,85,6.32,0.94,0.94,2,Out,160,1,43,2,1,Ebb,60,7,74,74,1,1.57,0.18,0.18,30.1,0.81,0.43,0.43,0.25,369.4,10.4,8.02,10.081225,9.25945,0.821775,8.151539123,82,0.3573,35.73,20.05,79.72,0.0001,174,1742,0,0,3,26,0,0,0.64,2.33,5.02,1.16,0.01,0,0,0,9.15,6.99,25.46,54.86,12.68,0.11,0,0,0,100.11
6/6/17,6-Jun-17,69,1,B,8:55:00 AM,Richardson,RN,,,0.1,0.254,10,3,0.557,Mid,2,26.5,24.5,97.6,6.99,0.98,0.98,2,Out,6180,3,13,1,2,Flood,30,0,10,10,0,,,,,,,,,,,,10.12345,9.46945,0.654,6.460248236,65,0.11085,11.085,20.82,78.13,0.0001,175,1753,142,1417,20,196,0,0,,,,,,,,,,,,,,,,,,
12/7/17,7-Dec-17,132,3,B,7:02:00 AM,Reed's Bay,RB,,,0,0,20,2,0.173,Mid,2,18,20.9,83.5,6.75,7.11,7.11,1,In,860,2,30,2,1,Ebb,110,0,496,496,0,22.4,0.62,0.62,62.57,3.45,1.23,1.23,0.61,253.1,26,0.15,9.9103,8.075066667,1.835233333,18.51844377,184,0.265175,26.5175,27.3,72.01,0.36,183,1826,0,0,975,9751,0,0,,,,,,,,,,,,,,,,,,
